form	lemma	morph	POS		
à	à		
present	present		
Evesque	Evesque		
de	de		
Senés	Senés		
,	,		
Directeur	Directeur		
apres	apres		
Monsieur	monsieur		
Petit	Petit		
.	.		
Feu	feu		
Monsieur	monsieur		
l’Abbé	leabbé		
Ganaret	Ganaret		
.	.		
Monsieur	monsieur		
de	de		
Launay	Launay		
.	.		
Monsieur	monsieur		
Caré	Caré		
,	,		
Advocat	Advocat		
en	en		
Parlement	Parlement		
.	.		
Monsieur	monsieur		
Richelet	Richelet		
.	.		
Monsieur	monsieur		
du	de_le		
Perier	Perier		
.	.		
Feu	feu		
Monsieur	monsieur		
Baurin	Baurin		
,	,		
Advocat	Advocat		
au	à_le		
Conseil	Conseil		
.	.		
Monsieur	monsieur		
Barallis	Barallis		
Medecin	Medecin		
.	.		
Monsieur	monsieur		
l’Abbé	liabbé		
de	de		
Saint	Saint		
Germain	Germain		
.	.		
Cette	ce		
Illustre	Illustre		
Académie	Académie		
a	avoir		
esté	esté		
rompuë	rompre		
depuis	depuis		
que	que		
Monsieur	monsieur		
de	de		
Villeserain	Villeserain		
a	avoir		
esté	ester		
nommé	nommer		
à	à		
l’Evesché	levesché		
de	de		
Senés	Senés		
.	.		
On	on		
avoit	avoir		
eu	avoir		
dessein	dessein		
quelque	quelque		
temps	temps		
auparavant	auparavant		
d’y	devoir		
faire	faire		
entrer	entrer		
des	un		
Femmes	Femmes		
,	,		
&	je		
l’on	leon		
proposoit	proposoit		
Madame	madame		
de	de		
Villedieu	Villedieu		
,	,		
dont	dont		
les	le		
Ouvrages	Ouvrages		
font	faire		
tous	tout		
les	le		
jours	jour		
tant	tant		
de	de		
bruit	bruit		
.	.		
On	on		
comptoit	compter		
aussi	aussi		
la	le		
Marquise	Marquise		
de	de		
Guibermeny	Guibermeny		
,	,		
Fille	fille		
de	de		
Monsieur	monsieur		
le	le		
Marquis	marquis		
de	de		
Vilaines	Vilaines		
:	:		
Elle	il		
a	avoir		
l’esprit	leesprit		
penétrant	penétrant		
&	le		
délicat	délicat		
,	,		
&	je		
on	on		
ne	ne		
peut	pouvoir		
assez	assez		
la	il		
loüer	loüer		
.	.		
On	on		
n’oublioit	nloublioit		
pas	pas		
Madame	madame		
la	le		
Marquise	Marquise		
Des	de_le		
-	-		
houlières	houlière		
:	:		
Vous	vous		
en	en		
avez	avoir		
oüy	ouïr		
parler	parler		
,	,		
Madame	madame		
,	,		
car	car		
son	son		
mérite	mérite		
la	il		
fait	faire		
connoistre	connaistre		
partout	partout		
;	;		
elle	il		
écrit	écrire		
tres	tre		
-	-		
polîment	polîment		
en	en		
Prose	Prose		
&	_		
en	en		
Vers	Vers		
,	,		
&	je		
c’est	cêest		
enfin	enfin		
un	un		
Esprit	Esprit		
du	de_le		
premier	premier		
ordre	ordre		
.	.		
_____	______		
Lettre	lettre		
de	de		
Gas	Gas		
,	,		
Epagneul	Epagneul		
de	de		
Madame	madame		
Des	de_le		
-	-		
houlieres	houlier		
Il	il		
court	courir		
des	un		
Pieces	Pieces		
galantes	galant		
de	de		
son	son		
Chien	Chien		
,	,		
qu’on	queon		
appelle	appeler		
Gas	Gas		
:	:		
Il	il		
s’est	sœst		
fait	faire		
depuis	depuis		
un	un		
peu	peu		
Poëte	Poëte		
excellent	excellent		
,	,		
&	je		
ses	son		
Ouvrages	Ouvrages		
méritent	mériter		
bien	bien		
d’estre	deestre		
imprimez	imprimer		
.	.		
Cette	ce		
Dame	Dame		
en	en		
a	avoir		
fait	faire		
le	le		
Cerbere	Cerbere		
du	de_le		
Parnasse	Parnasse		
,	,		
pour	pour		
en	en		
défendre	défendre		
l’entrée	lientrer		
aux	à_le		
mauvais	mauvais		
Poëtes	Poëtes		
.	.		
Voicy	voicy		
de	de		
ses	son		
Vers	vers		
,	,		
&	a		
vous	vous		
pourez	pourir		
par	par		
là	là		
juger	juger		
de	de		
son	son		
esprit	esprit		
.	.		
Lettre	lettre		
de	de		
Gas	Gas		
,	,		
Epagneul	Epagneul		
de	de		
Madame	madame		
Des	un		
-	-		
houlieres	houlieres		
.	.		
À	à		
Monsieur	monsieur		
le	le		
Comte	comte		
de	de		
L	L		
.	.		
T	T		
.	.		
POur	pour		
vous	vous		
marquer	marquer		
mon	mon		
courroux	courroux		
,	,		
J’ay	Jaay		
mis	mettre		
la	le		
plume	plume		
à	à		
la	le		
patte	patte		
;	;		
Il	il		
est	être		
temps	temps		
que	que		
contre	contre		
vous	vous		
Toute	tout		
ma	mon		
colere	colère		
éclate	éclater		
.	.		
Vous	vous		
m’avez	meaver		
rendu	rendre		
jaloux	jaloux		
;	;		
Entre	entre		
nous	nous		
autres	autre		
Toutous	Toutous		
,	,		
Nous	nous		
sommes	être		
là	là		
-	-		
dessus	dessus		
d’humeur	déhumeur		
fort	fort		
délicate	délicat		
:	:		
Pour	pour		
se	se		
bien	bien		
mettre	mettre		
avec	avec		
nous	nous		
,	,		
En	en		
vain	vain		
le	le		
Blondin	Blondin		
nous	nous		
flatte	flatter		
,	,		
Nous	nous		
n’en	naître		
sommes	être		
pas	pas		
plus	plus		
doux	doux		
,	,		
Nous	nous		
mordons	mordre		
jusqu’à	jusqueà		
l’Espoux	lire		
.	.		
Malgré	malgré		
ce	ce		
naturel	naturel		
incommode	incommode		
&	e		
farouche	farouche		
,	,		
Je	je		
vous	vous		
écoutois	écouter		
sans	sans		
dépit	dépit		
Loüer	loüer		
de	de		
ma	mon		
Maistresse	Maistresse		
&	je		
les	le		
yeux	œil		
,	,		
&	je		
la	le		
bouche	bouche		
;	;		
Ne	ne		
croyant	croire		
ces	ce		
douceurs	douceur		
qu’un	queun		
simple	simple		
jeu	jeu		
d’esprit	déesprit		
,	,		
Sans	sans		
m’opposer	moser		
à	à		
rien	rien		
,	,		
je	je		
dormois	dormir		
sur	sur		
son	son		
Lit	Lit		
.	.		
Si	si		
ce	ce		
souvenir	souvenir		
vous	vous		
touche	toucher		
,	,		
Ne	ne		
songez	songer		
plus	plus		
à	à		
m’oster	mooster		
La	le		
place	place		
que	que		
je	je		
possede	posseder		
:	:		
Coyez	coyer		
-	-		
vous	vous		
la	il		
mériter	mériter		
?	?		
Croyez	croire		
-	-		
vous	vous		
que	que		
je	je		
la	il		
cede	céder		
?	?		
Sept	sept		
fois	fois		
l’aimable	laaimable		
Printemps	Printemps		
À	à		
fait	fait		
reverdir	reverdir		
les	le		
Champs	Champs		
,	,		
Sept	sept		
fois	fois		
la	le		
triste	triste		
froidure	froidure		
En	en		
a	avoir		
chassé	chasser		
la	le		
verdure	verdure		
,	,		
Depuis	depuis		
le	le		
bienheureux	bienheureux		
jour	jour		
Que	que		
je	je		
suis	être		
le	le		
chien	chien		
d’Amarille	dlamarille		
.	.		
À	à		
ses	son		
pieds	pied		
j’ay	jaay		
veû	veû		
la	le		
Ville	Ville		
Vainement	vainement		
brûler	brûler		
d’amour	dlamour		
;	;		
Seul	seul		
j’ay	jaay		
sçeu	sçeu		
par	par		
mon	mon		
adresse	adresse		
Dans	dans		
son	son		
insensible	insensible		
cœur	cour		
Faire	faire		
naistre	naître		
la	le		
tendresse	tendresse		
.	.		
Ne	ne		
troublez	troubler		
plus	plus		
mon	mon		
bonheur	bonheur		
:	:		
Quand	quand		
pour	pour		
vanger	vanger		
son	son		
honneur	honneur		
,	,		
Le	le		
petit	petit		
Dieu	Dieu		
suborneur	suborneur		
Qu’en	Quïen		
tous	tout		
lieux	lieu		
elle	il		
surmonte	surmonter		
,	,		
Décideroit	décider		
à	à		
ma	mon		
honte	honte		
Sur	sur		
les	le		
droits	droit		
que	que		
je	je		
prétens	prétenir		
,	,		
Sçachez	sçacher		
,	,		
notre	notre		
illustre	illustre		
Comte	comte		
,	,		
Que	que		
j’ay	jaay		
de	de		
fort	fort		
bonne	bon		
dents	dent		
.	.		
GAS	gas		
.	.		
Je	je		
crois	croire		
,	,		
Madame	madame		
,	,		
que	que		
vous	vous		
n’avez	naver		
guère	guère		
veû	veû		
de	de		
Vers	vers		
plus	plus		
naturels	naturel		
,	,		
ny	ny		
de	de		
Chiens	Chiens		
plus	plus		
habiles	habile		
.	.		
J’en	jen		
sçay	sçay		
bien	bien		
la	le		
raison	raison		
;	;		
c’est	cêest		
que	que		
tous	tout		
les	le		
Epagneuls	Epagneuls		
n’ont	naondre		
pas	pas		
de	de		
Maistresses	Maistresses		
si	si		
spirituelles	spirituel		
.	.		
_____	______		
La	le		
Mort	Mort		
de	de		
Monsieur	monsieur		
de	de		
Morangis	Morangis		
Monsieur	monsieur		
de	de		
Maurangis	Maurangis		
Directeur	Directeur		
de	de		
Finances	Finances		
,	,		
mourut	mourir		
la	le		
Semaine	Semaine		
passée	passer		
:	:		
C’estoit	Caestoit		
un	un		
Homme	homme		
d’esprit	dîesprit		
et	et		
de	de		
bien	bien		
;	;		
&	je		
la	le		
Gazette	Gazette		
en	en		
dit	dit		
tant	tant		
,	,		
que	que		
je	je		
ne	ne		
pourois	pourois		
rien	rien		
dire	dire		
qui	qui		
en	en		
apporchast	apporchast		
.	.		
_____	______		
L’Entrée	LXEntrée		
&	je		
l’Audience	liaudience		
de	de		
Monsieur	monsieur		
le	le		
Comte	comte		
de	de		
Molina	Molina		
Ambassadeur	Ambassadeur		
Extraordinaire	Extraordinaire		
d’Espagne	despagne		
.	.		
Remarques	remarque		
curieuses	curieux		
sur	sur		
ce	ce		
sujet	sujet		
Monsieur	monsieur		
le	le		
Comte	comte		
de	de		
Molina	Molina		
Ambassadeur	Ambassadeur		
Extraordinaire	Extraordinaire		
d’Espagne	dlespagne		
,	,		
a	avoir		
fait	faire		
son	son		
Entrée	Entrée		
accompagné	accompagner		
de	de		
Monsieur	monsieur		
le	le		
Mareschal	Mareschal		
de	de		
Grancé	Grancé		
;	;		
&	je		
il	il		
fut	être		
conduit	conduire		
à	à		
l’Audiance	liaudiance		
du	de_le		
Roy	Roy		
par	par		
M	M		
le	le		
Comte	comte		
d’Armagnac	dlarmagnac		
.	.		
Vous	vous		
devez	devoir		
remarquer	remarquer		
une	un		
chose	chose		
à	à		
laquelle	il		
ceux	celui		
qui	qui		
lisent	lire		
depuis	depuis		
vingt	vingt		
ans	an		
les	le		
Gazettes	Gazettes		
,	,		
n’ont	navrer		
peut	pouvoir		
-	-		
estre	estre		
jamais	jamais		
pris	prendre		
garde	garde		
;	;		
c’est	cêest		
que	que		
les	le		
Ambassadeurs	Ambassadeurs		
des	de_le		
Testes	Testes		
couronnées	couronner		
,	,		
&	joir		
ceux	celui		
qu’on	queon		
traitte	traitte		
de	de		
mesme	mêsme		
,	,		
sont	être		
toujours	toujours		
conduits	conduire		
à	à		
l’Audiance	liaudiance		
par	par		
un	un		
Prince	prince		
;	;		
&	ê		
que	que		
le	le		
jour	jour		
de	de		
leur	leur		
Entrée	Entrée		
publique	public		
,	,		
ne	ne		
les	il		
conduit	conduit		
jamais	jamais		
au	à_le		
Louvre	Louvre		
.	.		
À	à		
Paris	Paris		
,	,		
le	le		
16	16		
.	.		
Avril	avril		
.	.		
_____	______		
Discours	Discours		
sur	sur		
le	le		
Journal	Journal		
des	de_le		
Sçavans	Sçavans		
On	on		
continuë	continuer		
depuis	depuis		
le	le		
mois	mois		
de	de		
Janvier	Janvier		
à	à		
donner	donner		
au	à_le		
Public	Public		
le	le		
Journal	Journal		
des	de_le		
Sçavans	Sçavans		
,	,		
que	que		
vous	vous		
avez	avoir		
lû	là		
autrefois	autrefois		
avec	avec		
plaisir	plaisir		
.	.		
C’est	ceest		
un	un		
Ouvrage	Ouvrage		
tres	tre		
-	-		
beau	beau		
&	îlir		
tres	tre		
-	-		
utile	utile		
;	;		
l’Autheur	liautheur		
en	en		
est	être		
fort	fort		
estimé	estimer		
,	,		
&	je		
il	il		
a	avoir		
l’honneur	lihonneur		
d’estre	dlestre		
considéré	considérer		
d’un	deun		
grand	grand		
Ministre	Ministre		
.	.		
À	à		
Paris	Paris		
,	,		
le	le		
23	23		
.	.		
Avril	avril		
.	.		
_____	______		
Discours	Discours		
sur	sur		
les	le		
Livres	Livres		
nouveaux	nouveau		
de	de		
Galanterie	Galanterie		
JE	je		
vous	vous		
envoye	envoyer		
,	,		
Madame	madame		
,	,		
une	un		
partie	partie		
des	de_le		
Livres	Livres		
nouveaux	nouveau		
qui	qui		
se	se		
vendent	vendre		
depuis	depuis		
peu	peu		
chez	chez		
Mr	monsieur		
Barbin	Barbin		
.	.		
Le	le		
Beralde	Beralde		
,	,		
d’un	dladsun		
Autheur	Autheur		
inconnu	inconnu		
,	,		
vous	vous		
paroistra	paroistrer		
bien	bien		
escrit	escrire		
.	.		
Les	le		
Exilez	exilez		
de	de		
Mme	Mme		
de	de		
Villedieu	Villedieu		
,	,		
vous	vous		
divertiront	divertir		
beaucoup	beaucoup		
;	;		
les	le		
incidens	incident		
en	en		
sont	être		
agréables	agréable		
&	il		
délicatement	délicatement		
touchez	toucher		
;	;		
&	je		
cette	ce		
spirituelle	spirituel		
Personne	Personne		
,	,		
dont	dont		
jusques	jusque		
icy	icy		
tous	tout		
les	le		
Ecrits	Ecrits		
ont	avoir		
reüssy	reüssy		
,	,		
mérite	mériter		
beaucoup	beaucoup		
de	de		
loüanges	loüanges		
.	.		
Je	je		
vous	vous		
envoie	envoyer		
aussi	aussi		
le	le		
second	second		
Tome	Tome		
des	de_le		
Ouvrages	Ouvrages		
de	de		
Monsieur	monsieur		
le	le		
Païs	Païs		
:	:		
Le	le		
premier	premier		
a	avoir		
eu	avoir		
autrefois	autrefois		
un	un		
tres	tre		
-	-		
grand	grand		
succès	succès		
;	;		
vous	vous		
jugerez	juger		
de	de		
celuy	celuy		
-	-		
ci	ci		
.	.		
Je	je		
vous	vous		
feray	feray		
part	partir		
dans	dans		
huit	huit		
jours	jour		
d’un	déun		
Livre	Livre		
nouveau	nouveau		
de	de		
Monsieur	monsieur		
Ménage	Ménage		
;	;		
ce	ce		
sont	être		
les	le		
Observations	Observations		
sur	sur		
la	le		
Langue	Langue		
Françoise	Françoise		
.	.		
Quoy	Quoy		
qu’on	queon		
ne	ne		
doive	devoir		
pas	pas		
toûjours	toûjour		
estimer	estimer		
un	un		
Ouvrage	ouvrage		
par	par		
son	son		
succés	succés		
,	,		
on	on		
peut	pouvoir		
néant	néant		
-	-		
moins	moins		
juger	juger		
du	de_le		
mérite	mérite		
de	de		
celuy	celuy		
-	-		
ci	ci		
par	par		
le	le		
plus	plus		
grand	grand		
bruit	bruit		
qu’il	queil		
fait	faire		
,	,		
puis	puis		
que	que		
c’est	ceest		
avec	avec		
justice	justice		
qu’il	queil		
plaist	plaist		
;	;		
&	avoir		
dans	dans		
quelque	quelque		
temps	temps		
,	,		
au	à_le		
lieu	lieu		
de	de		
dire	dire		
parler	parler		
Vaugelas	Vaugelas		
,	,		
pour	pour		
loüer	loüer		
ceux	celui		
qui	qui		
parleront	parler		
bien	bien		
,	,		
on	on		
ne	ne		
dise	dire		
parler	parler		
Ménage	Ménage		
.	.		
Ce	ce		
grand	grand		
homme	homme		
(	(		
on	on		
peut	pouvoir		
le	il		
nommer	nommer		
ainsi	ainsi		
puis	puis		
qu’il	queil		
a	avoir		
beaucoup	beaucoup		
d’érudition	dlérudition		
)	)		
expose	exposer		
d’abord	dîabord		
toutes	tout		
les	le		
différentes	différent		
façons	façon		
de	de		
parler	parler		
,	,		
qui	qui		
signifient	signifier		
,	,		
ou	ou		
que	que		
l’on	lire		
veut	vouloir		
qui	qui		
signifient	signifier		
une	un		
méme	méme		
chose	chose		
.	.		
Il	il		
cite	citer		
tous	tout		
ceux	celui		
qui	qui		
s’en	sout		
sont	être		
servis	servir		
;	;		
&	je		
apres	apre		
avoir	avoir		
fait	faire		
voir	voir		
leur	leur		
veritable	veritable		
étimologie	étimologie		
,	,		
il	il		
décide	décider		
presque	presque		
toûjours	toûjours		
en	en		
faveur	faveur		
de	de		
l’Usage	leusage		
,	,		
qu’il	queil		
dit	dire		
estre	estre		
le	le		
souverain	souverain		
Maistre	Maistre		
du	de_le		
Langage	Langage		
.	.		
C’est	ceest		
aussi	aussi		
à	à		
quoy	quoy		
l’on	lnon		
se	se		
doit	doit		
le	il		
plus	plus		
attacher	attacher		
;	;		
&	ê		
quand	quand		
on	on		
pécheroit	pécheroit		
contre	contre		
les	le		
regles	règle		
,	,		
on	on		
ne	ne		
pouroit	pouroit		
mal	mal		
parler	parler		
.	.		
Cette	ce		
décision	décision		
d’un	dléun		
si	si		
fameux	fameux		
Autheur	Autheur		
sera	être		
d’une	deune		
grande	grand		
utilité	utilité		
,	,		
&	je		
fera	faire		
qu’à	queà		
l’avenir	liavenir		
tout	tout		
le	le		
monde	monde		
s’entendra	savoir		
,	,		
&	je		
parlera	parler		
d’une	deune		
mesme	mesme		
maniere	manière		
;	;		
au	à_le		
lieu	lieu		
qu’on	queon		
auroit	avoir		
toûjours	toûjours		
veû	veoir		
le	le		
contraire	contraire		
,	,		
tant	tant		
que	que		
les	le		
Sçavans	Sçavant		
auroient	avoir		
parlé	parler		
selon	selon		
l’usage	léusage		
,	,		
&	je		
les	le		
autres	autre		
à	à		
leur	leur		
fantaisie	fantaisie		
,	,		
c’est	cetir		
à	à		
dire	dire		
tantost	tantost		
d’une	déune		
maniere	maniere		
,	,		
tantost	tantost		
de	de		
l’autre	lnautre		
;	;		
ce	ce		
qui	qui		
avec	avec		
le	le		
temps	temps		
auroit	avoir		
apporté	apporter		
beaucoup	beaucoup		
d’obscurité	dléité		
dans	dans		
la	le		
Langue	Langue		
.	.		
Ainsi	ainsi		
,	,		
Madame	madame		
,	,		
tous	tout		
les	le		
François	François		
ont	avoir		
beaucoup	beaucoup		
d’obligation	deobligation		
à	à		
Monsieur	monsieur		
Ménage	Ménage		
de	de		
la	le		
peine	peine		
qu’il	queil		
s’est	sêest		
bien	bien		
voulu	vouloir		
donner	donner		
de	de		
leur	il		
apprendre	apprendre		
à	à		
parler	parler		
.	.		
_____	______		
Noms	Noms		
de	de		
tous	tout		
les	le		
Autheurs	Autheurs		
citez	citer		
par	par		
Monsieur	monsieur		
Ménage	Ménage		
dans	dans		
son	son		
Livre	Livre		
intitulé	intituler		
,	,		
Observations	Observations		
sur	sur		
la	le		
Langue	Langue		
Françoise	Françoise		
Voicy	Voicy		
une	un		
partie	partie		
des	de_le		
Autheurs	Autheurs		
qu’il	queil		
cite	citer		
.	.		
Monsieur	monsieur		
de	de		
Vaugelas	Vaugelas		
,	,		
qu’il	queil		
approuve	approuver		
et	et		
condamne	condamner		
souvent	souvent		
;	;		
Messieurs	monsieur		
Balzac	Balzac		
,	,		
Malherbe	Malherbe		
,	,		
Sarazin	Sarazin		
,	,		
Voiture	Voiture		
,	,		
Mainard	Mainard		
,	,		
S	S		
.	.		
Amant	amant		
,	,		
Brebeuf	Brebeuf		
,	,		
Ablancourt	Ablancourt		
,	,		
Colletet	Colletet		
,	,		
Gombaut	Gombaut		
,	,		
le	le		
Pere	Pere		
Rapin	Rapin		
,	,		
Racan	Racan		
,	,		
Mairet	Mairet		
,	,		
le	le		
Pere	Pere		
Chislet	Chislet		
,	,		
Desmarests	Desmarests		
,	,		
Gomberville	Gomberville		
,	,		
l’Abbé	liabbé		
Chastelin	Chastelin		
,	,		
l’Abbé	liabbé		
Sassy	Sassy		
,	,		
Mezeray	Mezeray		
,	,		
Sorel	Sorel		
,	,		
Charpentier	Charpentier		
,	,		
Brianville	Brianville		
,	,		
l’Evesque	lièur		
de	de		
Vance	Vance		
,	,		
Pellisson	Pellisson		
,	,		
la	le		
Mothe	Mothe		
Le	le		
Vayer	Vayer		
,	,		
le	le		
Pere	Pere		
Bouhours	Bouhours		
,	,		
Patru	Patru		
,	,		
Chapelain	Chapelain		
,	,		
Segrais	Segrais		
,	,		
Marolles	Marolles		
,	,		
Benserade	Benserade		
,	,		
Corneille	Corneille		
,	,		
le	le		
Pere	Pere		
le	le		
Moine	Moine		
,	,		
Dandilly	Dandilly		
,	,		
l’Autheur	liautheur		
du	de_le		
Comte	comte		
de	de		
Gabalis	Gabalis		
,	,		
Bary	Bary		
,	,		
La	le		
Fontaine	Fontaine		
,	,		
Tallemant	Tallemant		
,	,		
Messieurs	monsieur		
du	de_le		
Port	Port		
-	-		
Royal	Royal		
,	,		
&	je		
Mademoiselle	mademoiselle		
de	de		
Scudery	Scudery		
.	.		
Je	je		
ne	ne		
donne	donner		
point	point		
de	de		
rang	rang		
à	à		
tous	tout		
ces	ce		
beaux	beau		
Esprits	Esprits		
,	,		
l’entreprise	lnentreprentre		
seroit	être		
trop	trop		
hardie	hardi		
;	;		
Monsieur	monsieur		
Ménage	Ménage		
ne	ne		
leur	il		
en	en		
a	avoir		
point	point		
donné	donner		
,	,		
ne	ne		
les	il		
ayant	avoir		
tous	tous		
citez	citer		
plusieurs	plusieurs		
fois	fois		
que	que		
selon	selon		
qu’il	queil		
a	avoir		
eu	avoir		
besoin	besoin		
de	de		
leurs	leur		
Ouvrages	Ouvrages		
pour	pour		
autoriser	autoriser		
ses	son		
sentimens	sentiment		
.	.		
Il	il		
a	avoir		
encore	encore		
parlé	parler		
d’une	deune		
douzaine	douzaine		
d’autres	dîautre		
;	;		
mais	mais		
leur	leur		
mérite	mérite		
estant	estant		
trop	trop		
vieux	vieux		
,	,		
je	je		
ne	ne		
crois	croire		
pas	pas		
devoir	devoir		
grossir	grossir		
cette	ce		
Lettre	lettre		
de	de		
leurs	leur		
noms	nom		
.	.		
_____	______		
Quelques	Quelque		
mots	mot		
presentement	presentement		
à	à		
la	le		
mode	mode		
Je	je		
devois	devoir		
dans	dans		
la	le		
Lettre	lettre		
où	où		
je	je		
vous	vous		
ai	avoir		
parlé	parler		
des	un		
Modes	Modes		
,	,		
vous	vous		
entretenir	entretenir		
de	de		
certains	certain		
mots	mot		
,	,		
qui	qui		
bien	bien		
qu’ils	queil		
ne	ne		
soient	être		
pas	pas		
nouveaux	nouveau		
,	,		
ne	ne		
laissent	laisser		
pas	pas		
d’estre	dé		
presentement	presentement		
fort	fort		
à	à		
la	le		
mode	mode		
.	.		
Par	par		
toute	tout		
terre	terre		
est	être		
un	un		
de	de		
ceux	celui		
-	-		
là	là		
;	;		
&	je		
quand	quand		
on	on		
veut	vouloir		
dire	dire		
qu’on	queon		
parle	parler		
fort	fort		
d’une	deune		
chose	chose		
,	,		
qu’elle	quelle		
sera	être		
approuvée	approuver		
,	,		
qu’elle	quelle		
plaira	plaire		
,	,		
&	je		
c	c		
.	.		
on	on		
dit	dire		
,	,		
on	on		
parle	parler		
de	de		
cela	cela		
par	par		
toute	tout		
terre	terre		
,	,		
cela	cela		
plaira	plaire		
par	par		
toute	tout		
terre	terre		
,	,		
cela	cela		
sera	être		
approuvé	approuver		
par	par		
toute	tout		
terre	terre		
.	.		
Les	le		
Gens	Gens		
du	de_le		
bel	beau		
air	air		
ne	ne		
disent	dire		
pas	pas		
présentement	présentement		
cinquante	cinquante		
paroles	parole		
,	,		
qu’ils	queil		
ne	ne		
disent	dire		
dix	dix		
fois	fois		
,	,		
aussi	aussi		
bien	bien		
que	que		
le	le		
mot	mot		
de	de		
violant	violant		
qu’on	queon		
applique	applique		
bien	bien		
plus	plus		
mal	mal		
à	à		
tout	tout		
ce	ce		
qu’on	queon		
dit	dire		
;	;		
car	car		
pour	pour		
dire	dire		
cela	cela		
est	être		
fâcheux	fâcheux		
,	,		
on	on		
dit	dire		
cela	cela		
est	être		
violant	violer		
;	;		
pour	pour		
dire	dire		
il	il		
a	avoir		
tort	tort		
,	,		
on	on		
le	il		
dit	dire		
de	de		
mesme	mêsme		
,	,		
&	ê		
il	il		
semble	sembler		
qu’on	queon		
affecte	affecter		
de	de		
s’en	s		
servir	servir		
pour	pour		
exprimer	exprimer		
toutes	tout		
les	le		
choses	chose		
avec	avec		
lesquelles	il		
il	il		
ne	ne		
convient	convenir		
pas	pas		
.	.		
Je	je		
croy	croy		
,	,		
Madame	madame		
,	,		
que	que		
vous	vous		
n’avez	navez		
jamais	jamais		
oüy	oüy		
parler	parler		
de	de		
rien	rien		
de	de		
pareil	pareil		
;	;		
ceux	celui		
qui	qui		
jusques	jusque		
icy	icy		
ont	avoir		
inventé	inventer		
des	un		
mots	mot		
où	où		
des	un		
expressions	expression		
nouvelles	nouveau		
,	,		
ne	ne		
l’ayant	lire		
fait	faire		
que	que		
dans	dans		
la	le		
pensée	pensée		
qu’ils	queil		
signifioient	signifier		
mieux	mieux		
